iter	Logloss
713	0.5890690017
714	0.5889675277
715	0.5887579941
716	0.5886377034
717	0.5884924583
718	0.5883502288
719	0.5882249501
720	0.5881259958
721	0.5879850004
722	0.5878564123
723	0.5877211541
724	0.5876002831
725	0.5874935163
726	0.5873300238
727	0.5872052887
728	0.5870638819
729	0.5869344821
730	0.5868254345
731	0.586726201
732	0.586604588
733	0.5864716071
734	0.586347423
735	0.5862244546
736	0.5861439572
737	0.5859999572
738	0.585861228
739	0.5857465497
740	0.5856245289
741	0.5855126641
742	0.5854309362
743	0.5852795241
744	0.5851893042
745	0.5850749344
746	0.5849368994
747	0.5847755408
748	0.5846562785
749	0.5845391356
750	0.5843980447
751	0.5842589225
752	0.5841401891
753	0.5839896475
754	0.5838854849
755	0.5837445519
756	0.5836047098
757	0.5834556154
758	0.5833067965
759	0.5831759753
760	0.5830482688
761	0.5829015692
762	0.582788147
763	0.5826424317
764	0.5825330682
765	0.582378097
766	0.5822519588
767	0.5821366744
768	0.5819610242
769	0.5818698163
770	0.5817309255
771	0.5816175988
772	0.5814870677
773	0.5813665676
774	0.581243625
775	0.581127246
776	0.5809960061
777	0.5808470953
778	0.5807456985
779	0.5805995939
780	0.5804636526
781	0.580357176
782	0.5802639957
783	0.5801094285
784	0.5799784163
785	0.5798649647
786	0.5797326449
787	0.5796139409
788	0.5794464558
789	0.5793068083
790	0.5792127722
791	0.5791052231
792	0.5790043332
793	0.5788824557
794	0.5787731987
795	0.5786343372
796	0.5785021093
797	0.5783880222
798	0.5782295764
799	0.5781413693
800	0.5779984713
801	0.5778827975
802	0.5777752337
803	0.5776523792
804	0.5775126069
805	0.5773857048
806	0.5772795918
807	0.57715828
808	0.5770617719
809	0.5769315714
810	0.5768054039
811	0.5766856788
812	0.5765811085
813	0.5764188134
814	0.576244805
815	0.5760998207
816	0.5760200873
817	0.5759040095
818	0.5757487701
819	0.5756356895
820	0.5754887989
821	0.5753742454
822	0.5752596331
823	0.5751338109
824	0.5750266511
825	0.5748970493
826	0.5747701656
827	0.5746032865
828	0.5745030503
829	0.5744128562
830	0.5743157898
831	0.5742117558
832	0.5740768575
833	0.5739965915
834	0.573862156
835	0.5737484804
836	0.5736101442
837	0.5734765756
838	0.5733330678
839	0.5732047332
840	0.5730827713
841	0.5729570298
842	0.5728424947
843	0.5727145457
844	0.5726129652
845	0.5725100147
846	0.5724000966
847	0.5722899029
848	0.5721776744
849	0.5720830029
850	0.5719278003
851	0.5718001378
852	0.5716642736
853	0.5715478468
854	0.5714397909
855	0.5713044004
856	0.5712108418
857	0.5710648548
858	0.570932175
859	0.570809765
860	0.570660924
861	0.5704959255
862	0.5703581183
863	0.5702069156
864	0.570096788
865	0.5699922728
866	0.5698655543
867	0.5697440552
868	0.569577863
869	0.5694402504
870	0.5693181158
871	0.5691620354
872	0.5690308432
873	0.5688723386
874	0.5687481251
875	0.5686630033
876	0.5685322151
877	0.5684038548
878	0.5682628374
879	0.5681561735
880	0.5680210989
881	0.5678934144
882	0.5678039108
883	0.5676817174
884	0.56754535
885	0.5674346568
886	0.5672974409
887	0.56716428
888	0.5670408745
889	0.5669047495
890	0.5667871658
891	0.5666612186
892	0.5665531002
893	0.5664417055
894	0.5663226342
895	0.5661982958
896	0.5660664315
897	0.5659536888
898	0.5658570117
899	0.565714268
900	0.5656125295
901	0.5654931938
902	0.5654165199
903	0.5653044567
904	0.5652014585
905	0.5650807564
906	0.5649492336
907	0.5648392383
908	0.564687121
909	0.5645636127
910	0.5644582197
911	0.564360404
912	0.5642465998
913	0.5641003777
914	0.5639681755
915	0.5638608541
916	0.5637499442
917	0.5636439378
918	0.5635221154
919	0.5634114479
920	0.5632973939
921	0.563188203
922	0.5630568051
923	0.5629695641
924	0.5628470438
925	0.5627218313
926	0.5625838844
927	0.5624284908
928	0.5623321848
929	0.562176894
930	0.5621038454
931	0.5619768368
932	0.5618907674
933	0.5617551456
934	0.561657778
935	0.5615122391
936	0.5614001245
937	0.5612395777
938	0.5611327852
939	0.5610193262
940	0.5609278355
941	0.5608405357
942	0.5607093177
943	0.5606117739
944	0.5605018961
945	0.5603924628
946	0.5602945222
947	0.5601693207
948	0.5600344555
949	0.5599348181
950	0.5598380933
951	0.559711889
952	0.5596303631
953	0.5595196296
954	0.5594035261
955	0.5592966748
956	0.5591645534
957	0.5590818154
958	0.5589899059
959	0.558886533
960	0.5587701136
961	0.5586533306
962	0.558500038
963	0.5584258985
964	0.558303404
965	0.5581755579
966	0.5580758066
967	0.5579439422
968	0.5578098594
969	0.5576647979
970	0.5575645691
971	0.5574422582
972	0.5573119329
973	0.5571852511
974	0.5570860728
975	0.5569616756
976	0.5568534985
977	0.5567509263
978	0.5566060301
979	0.5564942387
980	0.556356582
981	0.5562222237
982	0.5561033948
983	0.5559792768
984	0.5558680254
985	0.5557521386
986	0.5556424334
987	0.5555163614
988	0.5553873069
989	0.5552823913
990	0.5551679443
991	0.5550751754
992	0.5549802467
993	0.5548575392
994	0.5547300934
995	0.5546257362
996	0.5544981398
997	0.5543809858
998	0.5542249495
999	0.5541077735
